width,batch-time,learning-rate,replicate,beta_percent_err,beta_fit,beta_true,gamma_percent_err,gamma_fit,gamma_true,delta_percent_err,delta_fit,delta_true
5.0,64.0,0.1,16.0,0.7810539883853044,0.3284190174220433,1.5,0.2738209141230265,2.1785372576309205,3.0,0.16170815026858198,1.161708150268582,1.0
15.0,64.0,0.1,2.0,0.535928504387628,0.696107243418558,1.5,0.12679695711748717,2.6196091286475385,3.0,0.18084273631137981,1.1808427363113798,1.0
15.0,32.0,0.1,22.0,12.007336525293198,19.511004787939797,1.5,0.034582940227361636,2.896251179317915,3.0,0.07213737330372805,1.072137373303728,1.0
25.0,32.0,0.1,22.0,10.725036007169983,17.587554010754975,1.5,0.04917547268846419,2.8524735819346074,3.0,0.07535273415586419,1.0753527341558642,1.0
25.0,32.0,0.1,4.0,10.180530696098122,16.770796044147183,1.5,0.0395688628835833,2.88129341134925,3.0,0.09474192686706884,1.0947419268670688,1.0
5.0,64.0,0.1,21.0,0.38358164739441264,0.9246275289083811,1.5,0.048242425460638984,2.855272723618083,3.0,0.22294538403363817,1.2229453840336382,1.0
5.0,32.0,0.1,9.0,11.495606592269448,18.743409888404173,1.5,0.03165587879262658,2.9050323636221203,3.0,0.0769254710880225,1.0769254710880225,1.0
25.0,32.0,0.1,18.0,8.291825766754705,13.937738650132058,1.5,0.06814073480156724,2.7955777955952983,3.0,0.08699327927989775,1.0869932792798978,1.0
5.0,32.0,0.1,22.0,11.974818083266406,19.46222712489961,1.5,0.055040995571041584,2.8348770132868752,3.0,0.057563807259140676,1.0575638072591407,1.0
15.0,64.0,0.1,28.0,0.36513298001040656,0.9523005299843902,1.5,0.0702627001610338,2.7892118995168986,3.0,0.18344201596219345,1.1834420159621934,1.0
5.0,32.0,0.1,23.0,8.136017292264025,13.704025938396038,1.5,0.05714615312544572,2.828561540623663,3.0,0.09403144512553041,1.0940314451255304,1.0
5.0,64.0,0.1,2.0,0.04675402965752958,1.5701310444862944,1.5,0.05250541154730722,2.8424837653580783,3.0,0.14852373693263599,1.148523736932636,1.0
25.0,32.0,0.1,26.0,10.361073818406242,17.041610727609363,1.5,0.05043233505056829,2.848702994848295,3.0,0.07985195140575474,1.0798519514057547,1.0
25.0,32.0,0.1,19.0,10.2848040283678,16.9272060425517,1.5,0.02584624376757357,2.9224612686972793,3.0,0.08750460763284607,1.087504607632846,1.0
25.0,64.0,0.1,16.0,0.5905971776443234,0.614104233533515,1.5,0.13106460368437803,2.606806188946866,3.0,0.19989081407622056,1.1998908140762206,1.0
5.0,64.0,0.1,30.0,1.702839916190254,-1.0542598742853808,1.5,0.5369681553601909,1.3890955339194273,3.0,1.6170583975710198,2.6170583975710198,1.0
25.0,64.0,0.1,27.0,0.34574538368296337,0.981381924475555,1.5,0.037412217674096304,2.887763346977711,3.0,0.202091955073467,1.202091955073467,1.0
5.0,64.0,0.1,8.0,0.45417885765864585,0.8187317135120312,1.5,0.27586388682123325,2.1724083395363003,3.0,0.027830455151082623,1.0278304551510826,1.0
