SSE,RMSE,TimeTaken,NumParams,Mechanistic Error,Hidden Layers,Layer Dimensions,niters,data size,batch time,batch size
13.7424058914185,0.300683498382568,90.801451921463,104,4.63041045950027,1,(20),5000,50,16,256
8.67432022094727,0.238888874650002,90.2381448745728,104,4.95305086783599,1,(20),5000,50,16,256
13.2626419067383,0.295388251543045,90.0770931243897,104,4.55781117359409,1,(20),5000,50,16,256
13.8649835586548,0.302021503448486,90.8978066444397,104,4.80669728599954,1,(20),5000,50,16,256
19.545877456665,0.358596295118332,90.6742632389069,104,4.74249404862832,1,(20),5000,50,16,256
8.80177688598633,0.240637540817261,90.120210647583,104,4.82988019989803,1,(20),5000,50,16,256
19.8914623260498,0.361752510070801,90.4344873428345,104,4.94286014848389,1,(20),5000,50,16,256
7.89972972869873,0.227973476052284,90.955126285553,114,4.78385707970709,1,(22),5000,50,16,256
11.353949546814,0.273307591676712,91.0174391269684,114,4.34765778996167,1,(22),5000,50,16,256
9.10446834564209,0.244740307331085,91.4712240695953,114,5.15603167543653,1,(22),5000,50,16,256
18.1336555480957,0.345398843288422,90.5476553440094,114,4.71627106261207,1,(22),5000,50,16,256
22.7200813293457,0.386618971824646,91.0423078536987,114,4.55216116281925,1,(22),5000,50,16,256
12.0663890838623,0.281751900911331,91.120192527771,114,4.93388075795956,1,(22),5000,50,16,256
11.7853336334229,0.278451234102249,90.7333147525787,114,4.84565002999036,1,(22),5000,50,16,256
12.0726795196533,0.281825333833694,91.4520018100739,114,4.93825971837505,1,(22),5000,50,16,256
9.72268962860107,0.252913147211075,91.1535234451294,124,4.89186309577432,1,(24),5000,50,16,256
10.6995601654053,0.265314608812332,91.3103783130646,124,4.72576293395367,1,(24),5000,50,16,256
13.598669052124,0.299106866121292,91.4798848628998,124,4.9051389504195,1,(24),5000,50,16,256
8.52728271484375,0.236855536699295,90.7516179084778,124,5.17512107061222,1,(24),5000,50,16,256
10.6822776794434,0.265100240707397,90.8910958766937,124,4.77344820821891,1,(24),5000,50,16,256
11.9562320709229,0.280462861061096,90.9004092216492,124,4.7559965228189,1,(24),5000,50,16,256
13.3574676513672,0.296442359685898,91.4306375980377,124,4.64740127068304,1,(24),5000,50,16,256
6.17482423782349,0.20155356824398,91.2855317592621,124,5.22656032440253,1,(24),5000,50,16,256
